Index,Released,released_year,Title,Theatrical,Genre,Source,Production,Creative,Production,Opening Weekend,Maximum,Theatrical,Opening Weekend,Domestic,Infl. Adj. Dom.,International,Worldwide
12,22-May-09,2009,Night at the Museum: Battle of the Sm…,20th Century Fox,Adventure,Based on Fiction Book/Short Story,Live Action,Fantasy,"$150,000,000 ","4,096","4,101","25,963","$54,173,286 ","$177,243,721 ","$211,983,489 ","$224,987,342 ","$402,231,063 "
13,8-May-09,2009,Star Trek,Paramount Pictures,Adventure,Based on TV,Live Action,Science Fiction,"$140,000,000 ","3,849","4,053","30,077","$79,204,289 ","$257,730,019 ","$308,245,107 ","$127,950,427 ","$385,680,446 "
14,27-Mar-09,2009,Monsters vs. Aliens,Paramount Pictures,Adventure,Based on Comic/Graphic Novel,Digital Animation,Kids Fiction,"$175,000,000 ","4,104","4,136","30,726","$59,321,095 ","$198,351,526 ","$237,228,424 ","$183,335,854 ","$381,687,380 "
15,1-May-09,2009,X-Men Origins: Wolverine,20th Century Fox,Action,Spin-Off,Live Action,Super Hero,"$150,000,000 ","4,099","4,102","21,995","$85,058,003 ","$179,883,157 ","$215,140,256 ","$194,942,603 ","$374,825,760 "
16,21-May-09,2009,Terminator Salvation,Warner Bros.,Action,Original Screenplay,Live Action,Science Fiction,"$200,000,000 ","3,530","3,602","18,039","$42,558,390 ","$125,322,469 ","$149,885,677 ","$240,169,323 ","$365,491,792 "
17,3-Apr-09,2009,Fast & Furious,Universal,Action,Based on Factual Book/Article,Live Action,Contemporary Fiction,"$85,000,000 ","3,461","3,674","20,543","$70,950,500 ","$155,064,265 ","$185,456,858 ","$208,000,000 ","$363,064,265 "
18,21-Aug-09,2009,Inglourious Basterds,Weinstein Co.,Action,Original Screenplay,Live Action,Historical Fiction,"$70,000,000 ","3,165","3,358","21,510","$38,054,676 ","$120,774,594 ","$144,446,413 ","$196,140,670 ","$316,915,264 "
19,6-Nov-09,2009,Disney’s A Christmas Carol,Walt Disney,Drama,Remake,Digital Animation,Fantasy,"$190,000,000 ","3,683","3,683","23,686","$30,051,075 ","$137,855,863 ","$164,851,261 ","$177,853,834 ","$315,709,697 "
20,19-Jun-09,2009,The Proposal,Walt Disney,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","3,056","3,158","27,355","$33,627,598 ","$163,958,031 ","$196,093,807 ","$150,751,686 ","$314,709,717 "
21,20-Nov-09,2009,The Blind Side,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$35,000,000 ","3,110","3,407","39,428","$34,119,372 ","$255,959,475 ","$303,320,415 ","$49,746,319 ","$305,705,794 "
22,7-Aug-09,2009,G.I. Joe: The Rise of Cobra,Paramount Pictures,Action,Based on Toy,Animation/Live Action,Contemporary Fiction,"$175,000,000 ","4,007","4,007","24,979","$54,713,046 ","$150,201,498 ","$179,640,988 ","$152,267,519 ","$302,469,017 "
23,24-Jul-09,2009,G-Force,Walt Disney,Adventure,Original Screenplay,Animation/Live Action,Kids Fiction,"$150,000,000 ","3,697","3,697","23,642","$31,706,934 ","$119,436,770 ","$142,846,380 ","$173,381,071 ","$292,817,841 "
24,25-Nov-09,2009,The Princess and the Frog,Walt Disney,Adventure,Based on Fiction Book/Short Story,Hand Animation,Kids Fiction,"$105,000,000 ",2,"3,475","22,661","$786,190 ","$104,400,899 ","$123,767,333 ","$166,596,479 ","$270,997,378 "
25,28-Oct-09,2009,Michael Jackson's This Is It,Sony Pictures,Documentary,Based on Real Life Events,Live Action,Factual,"$60,000,000 ","3,481","3,481","12,215","$23,234,394 ","$72,091,016 ","$86,220,851 ","$180,000,000 ","$252,091,016 "
26,18-Sep-09,2009,Cloudy with a Chance of Meatballs,Sony Pictures,Adventure,Based on Fiction Book/Short Story,Digital Animation,Kids Fiction,"$100,000,000 ","3,119","3,119","23,129","$30,304,648 ","$124,870,275 ","$149,309,059 ","$111,957,402 ","$236,827,677 "
27,30-Jan-09,2009,Taken,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000 ","3,183","3,184","32,702","$24,717,037 ","$145,000,989 ","$173,421,181 ","$81,940,596 ","$226,941,585 "
28,25-Dec-09,2009,It’s Complicated,Universal,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$85,000,000 ","2,887","2,955","20,129","$22,100,820 ","$112,735,375 ","$131,665,365 ","$111,879,369 ","$224,614,744 "
29,14-Aug-09,2009,District 9,Sony Pictures,Thriller/Suspense,Original Screenplay,Animation/Live Action,Science Fiction,"$30,000,000 ","3,049","3,180","19,030","$37,354,308 ","$115,646,235 ","$138,312,897 ","$96,807,196 ","$212,453,431 "
30,1-Jul-09,2009,Public Enemies,Universal,Drama,Based on Fiction Book/Short Story,Live Action,Dramatization,"$102,500,000 ","3,334","3,336","15,547","$25,271,675 ","$97,104,620 ","$116,137,120 ","$115,178,089 ","$212,282,709 "
31,14-Aug-09,2009,Gake no ue no Ponyo,Walt Disney,Adventure,Original Screenplay,Hand Animation,Kids Fiction,"$34,000,000 ",927,927,"4,995","$3,585,852 ","$15,090,399 ","$18,048,115 ","$190,222,267 ","$205,312,666 "
32,24-Jul-09,2009,The Ugly Truth,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$38,000,000 ","2,882","2,975","16,502","$27,605,576 ","$88,915,214 ","$106,342,588 ","$116,383,693 ","$205,298,907 "
33,25-Sep-09,2009,Paranormal Activity,Paramount Pictures,Horror,Original Screenplay,Live Action,Fantasy,"$450,000 ",12,"2,712","14,399","$77,873 ","$107,918,810 ","$129,067,105 ","$86,264,224 ","$194,183,034 "
34,28-Aug-09,2009,The Final Destination,Warner Bros.,Horror,Original Screenplay,Live Action,Fantasy,"$40,000,000 ","3,121","3,121","13,592","$27,408,309 ","$66,477,700 ","$79,507,326 ","$120,906,927 ","$187,384,627 "
35,6-Mar-09,2009,Watchmen,Warner Bros.,Action,Based on Comic/Graphic Novel,Live Action,Super Hero,"$138,000,000 ","3,611","3,611","15,240","$55,214,334 ","$107,509,799 ","$128,581,721 ","$79,466,451 ","$186,976,250 "
36,20-Mar-09,2009,Knowing,Summit Entertainment,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$50,000,000 ","3,332","3,337","19,727","$24,604,751 ","$79,957,634 ","$95,629,322 ","$106,492,683 ","$186,450,317 "
37,16-Jan-09,2009,Paul Blart: Mall Cop,Sony Pictures,Adventure,Original Screenplay,Live Action,Contemporary Fiction,"$26,000,000 ","3,144","3,206","31,646","$31,832,636 ","$146,336,178 ","$175,018,065 ","$39,568,572 ","$185,904,750 "
38,6-Feb-09,2009,He's Just Not That Into You,Warner Bros.,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$40,000,000 ","3,175","3,175","19,756","$27,785,487 ","$93,953,653 ","$112,368,571 ","$87,100,004 ","$181,053,657 "
39,9-Oct-09,2009,Couples Retreat,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$60,000,000 ","3,000","3,074","22,265","$34,286,740 ","$109,205,660 ","$130,568,944 ","$63,244,763 ","$172,450,423 "
40,10-Apr-09,2009,Hannah Montana the Movie,Walt Disney,Drama,Based on TV,Live Action,Contemporary Fiction,"$30,000,000 ","3,118","3,231","18,683","$32,324,487 ","$79,576,189 ","$95,173,126 ","$89,597,017 ","$169,173,206 "
41,4-Dec-09,2009,Up in the Air,Paramount Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$30,000,000 ",15,"2,218","16,282","$1,181,450 ","$83,823,381 ","$97,920,673 ","$83,019,358 ","$166,842,739 "
42,12-Jun-09,2009,The Taking of Pelham 123,Sony Pictures,Action,Remake,Live Action,Contemporary Fiction,"$110,000,000 ","3,074","3,077","14,187","$23,373,102 ","$65,452,312 ","$78,280,957 ","$86,912,058 ","$152,364,370 "
43,17-Apr-09,2009,17 Again,Warner Bros.,Comedy,Original Screenplay,Live Action,Fantasy,"$40,000,000 ","3,255","3,255","18,375","$23,722,310 ","$64,167,069 ","$76,743,813 ","$75,307,837 ","$139,474,906 "
44,10-Jul-09,2009,Brüno,Universal,Comedy,Based on TV,Live Action,Contemporary Fiction,"$42,000,000 ","2,756","2,759","8,498","$30,619,130 ","$60,054,530 ","$71,825,212 ","$78,653,997 ","$138,708,527 "
45,16-Oct-09,2009,Law Abiding Citizen,Overture Films,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$53,000,000 ","2,890","2,890","16,597","$21,039,502 ","$73,357,727 ","$87,710,472 ","$57,802,054 ","$131,159,781 "
46,7-Aug-09,2009,Julie & Julia,Sony Pictures,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$40,000,000 ","2,354","2,528","20,538","$20,027,956 ","$94,125,426 ","$112,574,002 ","$32,520,693 ","$126,646,119 "
47,6-Feb-09,2009,Coraline,Focus Features,Adventure,Based on Fiction Book/Short Story,Stop-Motion Animation,Kids Fiction,"$60,000,000 ","2,299","2,320","15,637","$16,849,640 ","$75,286,229 ","$90,042,322 ","$50,750,828 ","$126,037,057 "
48,11-Dec-09,2009,Invictus,Warner Bros.,Drama,Based on Factual Book/Article,Live Action,Dramatization,"$60,000,000 ","2,125","2,170","12,088","$8,611,147 ","$37,491,364 ","$44,431,469 ","$87,022,647 ","$124,514,011 "
49,16-Jan-09,2009,Hotel for Dogs,Paramount Pictures,Adventure,Based on Fiction Book/Short Story,Live Action,Kids Fiction,"$35,000,000 ","3,271","3,271","22,368","$17,012,212 ","$73,178,547 ","$87,521,546 ","$49,178,625 ","$122,357,172 "
50,25-Sep-09,2009,Surrogates,Walt Disney,Action,Based on Comic/Graphic Novel,Live Action,Science Fiction,"$80,000,000 ","2,951","2,992","12,855","$14,902,692 ","$38,577,772 ","$46,139,016 ","$81,090,578 ","$119,668,350 "
51,22-Apr-09,2009,Earth,Walt Disney,Documentary,Based on TV,Live Action,Factual,"$47,000,000 ","1,804","1,804","8,694","$8,825,760 ","$32,011,576 ","$38,285,844 ","$84,761,741 ","$116,773,317 "
52,9-Jan-09,2009,Bride Wars,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000 ","3,226","3,228","14,130","$21,058,173 ","$58,715,510 ","$70,223,753 ","$56,434,914 ","$115,150,424 "
53,29-May-09,2009,Män som hatar kvinnor,Alliance Films,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$13,000,000 ",0,224,"3,052",$0 ,"$12,749,992 ","$14,624,491 ","$96,671,919 ","$109,421,911 "
54,20-Nov-09,2009,Planet 51,Sony Pictures,Adventure,Original Screenplay,Digital Animation,Science Fiction,"$60,000,000 ","3,035","3,035","15,504","$12,286,129 ","$42,194,060 ","$50,308,990 ","$66,802,053 ","$108,996,113 "
55,13-Feb-09,2009,Confessions of a Shopaholic,Walt Disney,Romantic Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0 ,"2,507","2,534","13,577","$15,066,360 ","$44,277,350 ","$52,955,714 ","$63,750,351 ","$108,027,701 "
56,13-Mar-09,2009,Race to Witch Mountain,Walt Disney,Adventure,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$50,000,000 ","3,187","3,268","18,508","$24,402,214 ","$67,172,595 ","$80,338,424 ","$37,931,189 ","$105,103,784 "
57,16-Jan-09,2009,My Bloody Valentine,Lionsgate,Horror,Remake,Live Action,Contemporary Fiction,"$14,000,000 ","2,534","2,534","8,202","$21,241,456 ","$51,545,952 ","$61,648,953 ","$51,290,050 ","$102,836,002 "
58,1-May-09,2009,Ghosts of Girlfriends Past,Warner Bros.,Romantic Comedy,Original Screenplay,Live Action,Fantasy,$0 ,"3,175","3,175","16,184","$15,411,434 ","$55,250,026 ","$66,079,030 ","$47,262,776 ","$102,512,802 "
59,14-Aug-09,2009,The Time Traveler's Wife,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Science Fiction,"$39,000,000 ","2,988","2,988","17,860","$18,623,171 ","$63,414,846 ","$75,844,158 ","$38,917,289 ","$102,332,135 "
60,2-Oct-09,2009,Zombieland,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$23,600,000 ","3,036","3,171","16,270","$24,733,155 ","$75,590,286 ","$90,405,975 ","$26,646,310 ","$102,236,596 "
61,16-Oct-09,2009,Where the Wild Things Are,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Live Action,Fantasy,"$100,000,000 ","3,735","3,735","19,179","$32,695,407 ","$77,233,467 ","$92,331,789 ","$21,890,189 ","$99,123,656 "
62,26-Jun-09,2009,My Sister's Keeper,Warner Bros.,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$27,500,000 ","2,606","2,606","13,379","$12,442,212 ","$49,200,230 ","$58,843,478 ","$47,472,772 ","$96,673,002 "
63,25-Nov-09,2009,Old Dogs,Walt Disney,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$35,000,000 ","3,425","3,425","15,560","$16,894,511 ","$49,492,060 ","$59,059,341 ","$45,612,244 ","$95,104,304 "
64,11-Dec-09,2009,The Lovely Bones,Paramount Pictures,Drama,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$95,000,000 ",3,"2,638","12,131","$116,616 ","$44,114,232 ","$50,175,328 ","$50,780,216 ","$94,894,448 "
65,13-Feb-09,2009,Friday the 13th,Warner Bros.,Horror,Remake,Live Action,Fantasy,"$17,000,000 ","3,105","3,105","12,220","$40,570,365 ","$65,002,019 ","$77,742,416 ","$27,668,218 ","$92,670,237 "
66,20-Mar-09,2009,"I Love You, Man",Paramount Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$40,000,000 ","2,711","2,829","16,599","$17,810,270 ","$72,013,010 ","$86,127,563 ","$20,289,492 ","$92,302,502 "
67,29-May-09,2009,Drag Me To Hell,Universal,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$30,000,000 ","2,508","2,510","10,567","$15,825,480 ","$42,100,625 ","$50,352,342 ","$49,287,862 ","$91,388,487 "
68,20-Feb-09,2009,Madea Goes To Jail,Lionsgate,Comedy,Based on Play,Live Action,Contemporary Fiction,"$17,500,000 ","2,032","2,203","12,515","$41,030,947 ","$90,508,336 ","$108,247,969 ",$0 ,"$90,508,336 "
69,23-Jan-09,2009,Underworld 3: Rise of the Lycans,Sony Pictures,Action,Original Screenplay,Live Action,Fantasy,"$35,000,000 ","2,942","2,942","10,180","$20,828,511 ","$45,802,315 ","$54,779,566 ","$43,300,000 ","$89,102,315 "
70,17-Apr-09,2009,State of Play,Universal,Thriller/Suspense,Based on TV,Live Action,Contemporary Fiction,"$60,000,000 ","2,803","2,807","11,494","$14,071,280 ","$37,017,955 ","$44,273,471 ","$51,814,255 ","$88,832,210 "
71,20-Mar-09,2009,Duplicity,Universal,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$60,000,000 ","2,574","2,579","12,204","$13,965,110 ","$40,572,825 ","$48,525,099 ","$40,506,741 ","$81,079,566 "
72,18-Dec-09,2009,Did You Hear About the Morgans?,Sony Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$58,000,000 ","2,718","2,718","10,679","$6,616,571 ","$29,580,087 ","$35,125,488 ","$50,900,479 ","$80,480,566 "
73,25-Sep-09,2009,Fame,MGM,Musical,Remake,Live Action,Contemporary Fiction,"$18,000,000 ","3,096","3,133","11,842","$10,011,682 ","$22,455,510 ","$26,856,790 ","$57,772,109 ","$80,227,619 "
74,24-Jul-09,2009,Orphan,Warner Bros.,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000 ","2,750","2,750","11,015","$12,871,483 ","$41,596,251 ","$49,749,118 ","$37,173,177 ","$78,769,428 "
75,27-Mar-09,2009,The Haunting in Connecticut,Lionsgate,Horror,Based on Real Life Events,Live Action,Contemporary Fiction,$0 ,"2,732","2,732","13,021","$23,004,765 ","$55,389,516 ","$66,245,863 ","$23,369,006 ","$78,758,522 "
76,9-Jan-09,2009,The Unborn,Universal,Horror,Original Screenplay,Live Action,Fantasy,"$16,000,000 ","2,357","2,359","9,024","$19,810,585 ","$42,670,410 ","$51,033,810 ","$35,538,402 ","$78,208,812 "
77,24-Apr-09,2009,Obsessed,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000 ","2,541","2,634","13,071","$28,612,730 ","$68,261,644 ","$81,640,921 ","$5,703,069 ","$73,964,713 "
78,31-Jul-09,2009,Funny People,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$72,500,000 ","3,007","3,008","10,370","$22,657,780 ","$51,855,045 ","$62,018,634 ","$20,025,260 ","$71,880,305 "
79,25-Dec-09,2009,Flickan som lekte med elden,,Thriller/Suspense,,,,$0 ,49,182,"2,376","$204,471 ","$9,081,782 ","$10,360,269 ","$61,615,330 ","$70,697,112 "
80,6-Feb-09,2009,The Pink Panther 2,Sony Pictures,Adventure,,Live Action,Contemporary Fiction,$0 ,"3,243","3,245","13,132","$11,588,150 ","$35,922,978 ","$42,963,878 ","$34,100,000 ","$70,022,978 "
81,23-Oct-09,2009,Saw VI,Lionsgate,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$11,000,000 ","3,036","3,036","9,118","$14,118,444 ","$27,693,292 ","$33,121,178 ","$42,059,110 ","$69,752,402 "
82,5-Jun-09,2009,Land of the Lost,Universal,Comedy,Based on TV,Live Action,Fantasy,"$100,000,000 ","3,521","3,534","13,023","$18,837,350 ","$49,438,370 ","$59,128,285 ","$20,110,271 ","$69,548,641 "
83,23-Dec-09,2009,3 Idiots,Big Pictures,Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,$0 ,119,156,743,"$1,645,502 ","$6,533,849 ","$7,709,437 ","$63,000,000 ","$69,533,849 "
84,6-Nov-09,2009,Precious (Based on the Novel Push by …,Lionsgate,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction,"$10,000,000 ",18,"1,003","7,923","$1,872,458 ","$47,566,524 ","$56,664,531 ","$21,156,324 ","$68,722,848 "
85,6-Nov-09,2009,The Men Who Stare at Goats,Overture Films,Black Comedy,Based on Fiction Book/Short Story,Live Action,Contemporary Fiction,"$24,000,000 ","2,443","2,453","9,766","$12,706,654 ","$32,428,195 ","$38,759,890 ","$34,920,023 ","$67,348,218 "
86,23-Jan-09,2009,Inkheart,Warner Bros.,Adventure,Based on Fiction Book/Short Story,Live Action,Fantasy,"$60,000,000 ","2,655","2,655","8,330","$7,601,379 ","$17,303,424 ","$20,694,893 ","$49,352,514 ","$66,655,938 "
87,29-May-09,2009,Okuribito,Regent Releasing,Drama,Original Screenplay,Live Action,Contemporary Fiction,$0 ,9,27,448,"$74,945 ","$1,543,346 ","$1,845,497 ","$64,600,000 ","$66,143,346 "
88,25-Dec-09,2009,The Imaginarium of Doctor Parnassus,Sony Pictures Classics,Adventure,Original Screenplay,Live Action,Fantasy,"$30,000,000 ",48,607,"2,590","$334,183 ","$7,689,607 ","$8,803,050 ","$56,663,000 ","$64,352,607 "
89,25-Nov-09,2009,Ninja Assassin,Warner Bros.,Action,Original Screenplay,Live Action,Contemporary Fiction,"$50,000,000 ","2,503","2,503","9,298","$13,316,158 ","$38,122,883 ","$45,557,724 ","$24,087,009 ","$62,209,892 "
90,31-Jul-09,2009,Aliens in the Attic,20th Century Fox,Adventure,Original Screenplay,Live Action,Science Fiction,"$45,000,000 ","3,106","3,108","11,351","$8,008,423 ","$25,200,412 ","$30,139,693 ","$34,350,871 ","$59,551,283 "
91,10-Apr-09,2009,Dragonball Evolution,20th Century Fox,Adventure,Based on TV,Live Action,Fantasy,"$30,000,000 ","2,181","2,181","5,254","$4,756,488 ","$9,362,785 ","$11,197,888 ","$48,865,675 ","$58,228,460 "
92,19-Jun-09,2009,Year One,Sony Pictures,Comedy,Original Screenplay,Live Action,Historical Fiction,"$60,000,000 ","3,022","3,024","10,493","$19,610,304 ","$43,337,279 ","$51,831,378 ","$14,267,444 ","$57,604,723 "
93,13-Feb-09,2009,The International,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$50,000,000 ","2,364","2,364","8,773","$9,331,739 ","$25,450,527 ","$30,438,825 ","$28,400,000 ","$53,850,527 "
94,18-Dec-09,2009,Nine,Weinstein Co.,Musical,Based on Musical or Opera,Live Action,Contemporary Fiction,"$80,000,000 ",4,"1,412","5,263","$257,232 ","$19,676,965 ","$23,183,010 ","$33,831,893 ","$53,508,858 "
95,16-Jan-09,2009,Defiance,Paramount Vantage,Drama,Original Screenplay,Live Action,Historical Fiction,"$50,000,000 ",2,"1,793","8,312","$123,513 ","$28,644,813 ","$34,019,263 ","$24,342,941 ","$52,987,754 "
96,11-Sep-09,2009,I Can Do Bad All By Myself,Lionsgate,Comedy,Based on Play,Live Action,Contemporary Fiction,"$19,000,000 ","2,255","2,255","10,592","$23,446,785 ","$51,733,921 ","$61,873,768 ",$0 ,"$51,733,921 "
97,25-Sep-09,2009,Coco avant Chanel,Sony Pictures Classics,Drama,Based on Real Life Events,Live Action,Dramatization,"$23,000,000 ",5,307,"1,660","$177,339 ","$6,113,834 ","$7,305,267 ","$44,700,000 ","$50,813,834 "
98,26-Jun-09,2009,The Hurt Locker,Summit Entertainment,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$15,000,000 ",4,535,"3,789","$145,352 ","$17,017,811 ","$20,096,325 ","$32,876,412 ","$49,894,223 "
99,6-Nov-09,2009,The Fourth Kind,Universal,Thriller/Suspense,Original Screenplay,Live Action,Historical Fiction,"$10,000,000 ","2,527","2,530","7,991","$12,231,160 ","$26,218,170 ","$31,356,931 ","$23,268,704 ","$49,486,874 "
