Index,Date,Released,Year,Released,Title,Theatrical,Genre,Source,Production,Creative,Production,Opening Weekend,Maximum,Theatrical,Opening Weekend,Domestic,Infl. Adj. Dom.,International,Worldwide,Profit
93,12-Sep-08,12-Sep-08,2008,2008,The Women,Picturehouse,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$16,000,000 ","2,962","2,995","10,547","$10,155,121 ",26.9,"$33,608,859 ","$23,201,733 ","$50,103,808 ","$10,902,075 "
76,9-Jan-09,9-Jan-09,2009,2009,The Unborn,Universal,Horror,Original Screenplay,Live Action,Fantasy,"$16,000,000 ","2,357","2,359","9,024","$19,810,585 ",42.67,"$51,033,810 ","$35,538,402 ","$78,208,812 ","$26,670,410 "
94,12-Mar-10,12-Mar-10,2010,2010,Remember Me,Summit Entertainment,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$16,000,000 ","2,212","2,215","8,161","$8,089,139 ",19.07,"$21,678,337 ","$37,437,880 ","$56,506,120 ","$3,068,240 "
61,25-Nov-11,12-Oct-11,2011,2011,The Artist,Weinstein Co.,Drama,Original Screenplay,Live Action,Historical Fiction,"$16,000,000 ",4,"1,756","12,752","$204,878 ",44.67,"$50,356,145 ","$83,589,617 ","$128,256,712 ","$28,667,095 "
94,25-May-12,16-May-12,2012,2012,Moonrise Kingdom,Focus Features,Drama,Original Screenplay,Live Action,Historical Fiction,"$16,000,000 ",4,924,"7,795","$522,996 ",45.51,"$51,287,285 ","$23,335,980 ","$68,848,446 ","$29,512,466 "
65,13-Feb-09,13-Feb-09,2009,2009,Friday the 13th,Warner Bros.,Horror,Remake,Live Action,Fantasy,"$17,000,000 ","3,105","3,105","12,220","$40,570,365 ",65,"$77,742,416 ","$27,668,218 ","$92,670,237 ","$48,002,019 "
54,29-Oct-10,29-Oct-10,2010,2010,Saw 3D,Lionsgate,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$17,000,000 ","2,808","2,808","8,543","$24,230,123 ",45.71,"$51,967,076 ","$88,025,106 ","$133,735,284 ","$28,710,178 "
63,28-Sep-12,28-Sep-12,2012,2012,Pitch Perfect,Universal,Comedy,Factual Book,Live Action,Contemporary Fiction,"$17,000,000 ",335,"2,787","17,223","$5,149,433 ",65,"$73,240,579 ","$51,043,254 ","$116,044,347 ","$48,001,093 "
72,5-Apr-13,3-Apr-13,2013,2013,Evil Dead,Sony Pictures,Horror,Remake,Live Action,Fantasy,"$17,000,000 ","3,025","3,025","12,938","$25,775,847 ",54.24,"$59,843,974 ","$43,538,500 ","$97,778,356 ","$37,239,856 "
90,15-Nov-13,15-Nov-13,2013,2013,The Best Man Holiday,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$17,000,000 ","2,024","2,041","8,882","$30,107,555 ",70.53,"$77,811,745 ","$2,310,515 ","$72,835,710 ","$53,525,195 "
55,13-Aug-14,13-Aug-14,2014,2014,Let’s Be Cops,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$17,000,000 ","3,094","3,140","20,658","$17,813,722 ",82.39,"$90,458,414 ","$54,500,000 ","$136,890,774 ","$65,390,774 "
23,6-Apr-18,4-Apr-18,2018,2018,A Quiet Place,Paramount Pictures,Horror,Original Screenplay,Live Action,Contemporary Fiction,"$17,000,000 ","3,508","3,808","28,393","$50,203,562 ",188.02,"$188,024,361 ","$146,500,000 ","$334,524,361 ","$171,024,361 "
48,14-Feb-08,14-Feb-08,2008,2008,Step Up 2 the Streets,Walt Disney,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$17,500,000 ","2,470","2,528","13,090","$18,908,826 ",58.02,"$72,481,825 ","$90,569,127 ","$148,586,910 ","$40,517,783 "
68,20-Feb-09,20-Feb-09,2009,2009,Madea Goes To Jail,Lionsgate,Comedy,Play,Live Action,Contemporary Fiction,"$17,500,000 ","2,032","2,203","12,515","$41,030,947 ",90.51,"$108,247,969 ",$0 ,"$90,508,336 ","$73,008,336 "
87,11-Apr-08,11-Apr-08,2008,2008,Prom Night,Sony Pictures,Horror,Remake,Live Action,Contemporary Fiction,"$18,000,000 ","2,700","2,821","12,974","$20,804,941 ",43.87,"$54,806,135 ","$13,324,305 ","$57,193,655 ","$25,869,350 "
73,25-Sep-09,25-Sep-09,2009,2009,Fame,MGM,Musical,Remake,Live Action,Contemporary Fiction,"$18,000,000 ","3,096","3,133","11,842","$10,011,682 ",22.46,"$26,856,790 ","$57,772,109 ","$80,227,619 ","$4,455,510 "
92,5-Nov-10,5-Nov-10,2010,2010,127 Hours,Fox Searchlight,Drama,Real Life Event,Live Action,Dramatization,"$18,000,000 ",4,916,"4,992","$264,851 ",18.34,"$20,799,690 ","$41,881,941 ","$60,217,171 ","$335,230 "
88,25-Mar-11,25-Mar-11,2011,2011,Diary of a Wimpy Kid: Rodrick Rules,20th Century Fox,Adventure,Fiction Book,Live Action,Contemporary Fiction,"$18,000,000 ","3,167","3,169","14,111","$23,751,502 ",52.7,"$59,609,821 ","$20,996,659 ","$73,695,194 ","$34,698,535 "
68,26-Jul-13,26-Jul-13,2013,2013,Blue Jasmine,Sony Pictures Classics,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$18,000,000 ",6,"1,283","7,472","$612,064 ",33.4,"$36,852,725 ","$69,508,090 ","$102,912,961 ","$15,404,871 "
29,9-May-14,9-May-14,2014,2014,Neighbors,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$18,000,000 ","3,279","3,311","20,398","$49,033,915 ",150.09,"$164,783,179 ","$120,857,628 ","$270,944,428 ","$132,086,800 "
70,17-Oct-14,17-Oct-14,2014,2014,Birdman or (The Unexpected Virtue of …,Fox Searchlight,Black Comedy,Original Screenplay,Live Action,Fantasy,"$18,000,000 ",4,"1,213","12,048","$424,397 ",42.34,"$45,874,742 ","$60,874,496 ","$103,215,094 ","$24,340,598 "
87,25-Mar-16,23-Mar-16,2016,2016,My Big Fat Greek Wedding 2,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$18,000,000 ","3,133","3,179","16,199","$17,861,950 ",59.69,"$61,897,772 ","$32,368,209 ","$92,057,814 ","$41,689,605 "
96,11-Sep-09,11-Sep-09,2009,2009,I Can Do Bad All By Myself,Lionsgate,Comedy,Play,Live Action,Contemporary Fiction,"$19,000,000 ","2,255","2,255","10,592","$23,446,785 ",51.73,"$61,873,768 ",$0 ,"$51,733,921 ","$32,733,921 "
95,26-Feb-10,26-Feb-10,2010,2010,The Crazies,Overture Films,Horror,Remake,Live Action,Contemporary Fiction,"$19,000,000 ","2,477","2,479","11,004","$16,067,552 ",39.12,"$44,478,911 ","$17,321,945 ","$56,445,534 ","$20,123,589 "
27,24-Jun-11,24-Jun-11,2011,2011,Bad Teacher,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$19,000,000 ","3,049","3,049","17,398","$31,603,106 ",100.29,"$113,446,012 ","$115,156,141 ","$215,448,997 ","$81,292,856 "
87,8-Nov-13,8-Nov-13,2013,2013,The Book Thief,20th Century Fox,Drama,Fiction Book,Live Action,Historical Fiction,"$19,000,000 ",4,"1,316","6,736","$105,005 ",21.49,"$23,695,744 ","$54,598,230 ","$76,086,711 ","$2,488,481 "
63,12-Aug-16,10-Aug-16,2016,2016,Sausage Party,Sony Pictures,Comedy,Original Screenplay,Digital Animation,Fantasy,"$19,000,000 ","3,103","3,135","17,395","$34,263,534 ",97.67,"$101,283,589 ","$43,684,036 ","$141,354,394 ","$78,670,358 "
51,1-Dec-17,1-Dec-17,2017,2017,The Shape of Water,Fox Searchlight,Drama,Original Screenplay,Live Action,Historical Fiction,"$19,500,000 ",2,"2,341","15,406","$166,564 ",63.86,"$63,859,435 ","$125,398,758 ","$189,258,193 ","$44,359,435 "
46,3-Oct-08,3-Oct-08,2008,2008,Beverly Hills Chihuahua,Walt Disney,Adventure,Original Screenplay,Live Action,Fantasy,"$20,000,000 ","3,215","3,239","22,958","$29,300,465 ",94.51,"$118,037,988 ","$59,703,766 ","$154,218,168 ","$74,514,402 "
82,7-Mar-08,7-Mar-08,2008,2008,The Bank Job,Lionsgate,Thriller/Suspense,Real Life Event,Live Action,Dramatization,"$20,000,000 ","1,603","1,613","9,606","$5,935,256 ",30.06,"$37,554,887 ","$36,082,345 ","$66,143,005 ","$10,060,660 "
83,11-Apr-08,11-Apr-08,2008,2008,Street Kings,Fox Searchlight,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000 ","2,467","2,469","8,396","$12,469,631 ",26.42,"$33,004,936 ","$39,039,144 ","$65,457,811 ","$6,418,667 "
86,26-Nov-08,26-Nov-08,2008,2008,Milk,Focus Features,Drama,Real Life Event,Live Action,Dramatization,"$20,000,000 ",36,882,"6,199","$1,453,844 ",31.84,"$38,996,770 ","$25,452,072 ","$57,293,371 ","$11,841,299 "
89,12-Dec-08,12-Dec-08,2008,2008,Doubt,Miramax,Drama,Play,Live Action,Historical Fiction,"$20,000,000 ",15,"1,287","8,152","$507,226 ",33.45,"$40,999,044 ","$19,744,631 ","$53,191,101 ","$13,446,470 "
96,7-Mar-08,7-Mar-08,2008,2008,???? (CJ7),Sony Pictures Classics,Adventure,Original Screenplay,Animation/Live Action,Science Fiction,"$20,000,000 ",19,30,146,"$49,770 ",0.21,"$258,201 ","$47,094,093 ","$47,300,771 ","($19,793,322)"
100,19-Sep-08,19-Sep-08,2008,2008,Lakeview Terrace,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000 ","2,464","2,574","11,566","$15,004,672 ",39.26,"$49,052,032 ","$5,557,793 ","$44,821,299 ","$19,263,506 "
74,24-Jul-09,24-Jul-09,2009,2009,Orphan,Warner Bros.,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000 ","2,750","2,750","11,015","$12,871,483 ",41.6,"$49,749,118 ","$37,173,177 ","$78,769,428 ","$21,596,251 "
77,24-Apr-09,24-Apr-09,2009,2009,Obsessed,Sony Pictures,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000 ","2,541","2,634","13,071","$28,612,730 ",68.26,"$81,640,921 ","$5,703,069 ","$73,964,713 ","$48,261,644 "
42,15-Oct-10,15-Oct-10,2010,2010,Jackass 3D,Paramount Pictures,Comedy,TV,Live Action,Factual,"$20,000,000 ","3,081","3,139","14,677","$50,353,641 ",117.23,"$133,275,650 ","$54,456,101 ","$171,685,793 ","$97,229,692 "
67,31-Mar-10,31-Mar-10,2010,2010,The Last Song,Walt Disney,Drama,Fiction Book,Live Action,Contemporary Fiction,"$20,000,000 ","2,673","2,794","16,631","$16,007,426 ",62.95,"$71,567,163 ","$29,728,564 ","$92,678,948 ","$42,950,384 "
76,18-Aug-10,18-Aug-10,2010,2010,Vampires Suck,20th Century Fox,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000 ","3,233","3,233","12,608","$12,202,831 ",36.66,"$41,679,805 ","$44,763,484 ","$81,424,988 ","$16,661,504 "
84,1-Sep-10,1-Sep-10,2010,2010,The American,Focus Features,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000 ","2,823","2,833","10,238","$13,177,790 ",35.61,"$40,480,247 ","$32,344,347 ","$67,950,723 ","$15,606,376 "
90,2-Apr-10,2-Apr-10,2010,2010,Why Did I Get Married Too?,Lionsgate,Drama,Play,Live Action,Contemporary Fiction,"$20,000,000 ","2,155","2,155","9,247","$29,289,537 ",60.1,"$68,321,898 ","$735,215 ","$60,831,067 ","$40,095,852 "
100,8-Jan-10,8-Jan-10,2010,2010,Daybreakers,Lionsgate,Horror,Original Screenplay,Live Action,Science Fiction,"$20,000,000 ","2,523","2,523","7,632","$15,146,692 ",30.1,"$34,221,940 ","$21,343,926 ","$51,445,503 ","$10,101,577 "
39,16-Nov-11,16-Nov-11,2011,2011,The Descendants,Fox Searchlight,Drama,Fiction Book,Live Action,Contemporary Fiction,"$20,000,000 ",29,"2,038","16,123","$1,190,096 ",82.62,"$93,280,654 ","$92,882,839 ","$175,507,800 ","$62,624,961 "
97,29-Jun-12,29-Jun-12,2012,2012,Tyler Perry's Madea's Witness Protection,Lionsgate,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000 ","2,161","2,161","10,889","$25,390,575 ",65.65,"$73,983,609 ","$1,297,645 ","$66,950,887 ","$45,653,242 "
23,19-Jul-13,19-Jul-13,2013,2013,The Conjuring,Warner Bros.,Horror,Original Screenplay,Live Action,Fantasy,"$20,000,000 ","2,903","3,115","18,800","$41,855,326 ",137.4,"$151,596,462 ","$180,600,000 ","$318,000,141 ","$117,400,141 "
44,18-Oct-13,18-Oct-13,2013,2013,12 Years a Slave,Fox Searchlight,Drama,Factual Book,Live Action,Historical Fiction,"$20,000,000 ",19,"1,474","16,070","$923,715 ",56.67,"$62,429,074 ","$124,353,350 ","$181,025,343 ","$36,671,993 "
86,12-Apr-13,11-Apr-13,2013,2013,Scary Movie V,Weinstein Co.,Comedy,Original Screenplay,Live Action,Fantasy,"$20,000,000 ","3,402","3,402","13,620","$14,157,367 ",32.02,"$35,323,690 ","$46,598,194 ","$78,613,981 ","$12,015,787 "
76,2-Jul-14,2-Jul-14,2014,2014,Tammy,Warner Bros.,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000 ","3,465","3,465","16,446","$21,577,049 ",84.53,"$92,802,095 ","$11,882,223 ","$96,407,655 ","$64,525,432 "
79,6-Nov-15,6-Nov-15,2015,2015,Spotlight,Open Road,Drama,Real Life Event,Live Action,Dramatization,"$20,000,000 ",5,"1,227","14,081","$295,009 ",45.06,"$47,456,216 ","$47,053,071 ","$92,108,847 ","$25,055,776 "
100,9-Jan-15,9-Jan-15,2015,2015,Selma,Paramount Pictures,Drama,Real Life Event,Live Action,Dramatization,"$20,000,000 ",19,"2,235","11,886","$571,450 ",52.08,"$55,412,794 ","$14,699,668 ","$66,776,576 ","$32,076,908 "
17,9-Dec-16,30-Nov-16,2016,2016,La La Land,Lionsgate,Musical,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000 ",5,"3,236","23,194","$881,104 ",151.1,"$152,369,533 ","$277,087,169 ","$428,188,972 ","$131,101,803 "
40,3-Jun-16,6-Mar-16,2016,2016,Me Before You,Warner Bros.,Drama,Fiction Book,Live Action,Contemporary Fiction,"$20,000,000 ","2,704","2,762","11,324","$18,723,269 ",56.25,"$58,325,819 ","$152,069,111 ","$208,314,186 ","$36,245,075 "
47,29-Jul-16,29-Jul-16,2016,2016,Bad Moms,STX Entertainment,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000 ","3,215","3,215","22,774","$23,817,340 ",113.26,"$117,447,161 ","$67,741,780 ","$180,999,077 ","$93,257,297 "
35,17-Nov-17,17-Oct-17,2017,2017,Wonder,Lionsgate,Drama,Factual Book,Live Action,Dramatization,"$20,000,000 ","3,096","3,519","22,931","$27,547,866 ",132.42,"$132,422,809 ","$172,630,141 ","$305,052,950 ","$112,422,809 "
59,14-Sep-18,12-Sep-18,2018,2018,A Simple Favor,Lionsgate,Thriller/Suspense,Fiction Book,Live Action,Contemporary Fiction,"$20,000,000 ","3,102","3,102","13,629","$16,011,689 ",52.94,"$52,940,160 ","$32,870,656 ","$85,810,816 ","$32,940,160 "
96,30-Mar-18,29-Mar-18,2018,2018,Acrimony,Lionsgate,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$20,000,000 ","2,006","2,006","7,923","$17,170,707 ",43.55,"$43,549,096 ","$3,078,740 ","$46,627,836 ","$23,549,096 "
82,9-Dec-11,9-Dec-11,2011,2011,Tinker Tailor Soldier Spy,Focus Features,Thriller/Suspense,Fiction Book,Live Action,Historical Fiction,"$21,000,000 ",4,886,"4,171","$310,562 ",24.15,"$27,230,435 ","$57,303,418 ","$81,452,811 ","$3,149,393 "
33,16-Nov-12,16-Nov-12,2012,2012,Silver Linings Playbook,Weinstein Co.,Drama,Fiction Book,Live Action,Contemporary Fiction,"$21,000,000 ",16,"2,809","29,319","$443,003 ",132.09,"$146,558,040 ","$104,319,495 ","$236,412,453 ","$111,092,958 "
53,6-Apr-18,29-Mar-18,2018,2018,Blockers,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$21,000,000 ","3,379","3,418","15,952","$20,556,350 ",59.84,"$59,839,515 ","$33,602,980 ","$93,442,495 ","$38,839,515 "
89,22-Jun-12,20-Apr-12,2012,2012,To Rome with Love,Sony Pictures Classics,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$21,500,000 ",5,806,"4,097","$361,359 ",16.68,"$18,801,335 ","$57,641,663 ","$74,326,015 ","($4,815,648)"
87,3-Aug-12,3-Aug-12,2012,2012,Diary of a Wimpy Kid: Dog Days,20th Century Fox,Adventure,Fiction Book,Live Action,Kids Fiction,"$22,000,000 ","3,391","3,401","16,072","$14,623,599 ",49.01,"$55,227,097 ","$28,221,033 ","$77,229,695 ","$27,008,662 "
92,22-Nov-13,21-Nov-13,2013,2013,Delivery Man,Walt Disney,Comedy,Remake,Live Action,Contemporary Fiction,"$22,000,000 ","3,036","3,036","12,605","$7,944,977 ",30.66,"$33,823,323 ","$39,877,053 ","$70,536,870 ","$8,659,817 "
78,8-Aug-14,8-Aug-14,2014,2014,The Hundred-Foot Journey,Walt Disney,Romantic Comedy,Fiction Book,Live Action,Contemporary Fiction,"$22,000,000 ","2,023","2,167","15,189","$10,979,290 ",54.24,"$59,546,125 ","$40,035,047 ","$94,270,488 ","$32,235,441 "
93,28-Feb-14,28-Feb-14,2014,2014,Son of God,20th Century Fox,Drama,Religious,Live Action,Dramatization,"$22,000,000 ","3,260","3,271","15,319","$25,601,865 ",59.7,"$65,545,844 ","$11,249,729 ","$70,949,793 ","$37,700,064 "
95,4-Sep-15,2-Sep-15,2015,2015,The Transporter Refueled,EuropaCorp,Action,Original Screenplay,Live Action,Contemporary Fiction,"$22,000,000 ","3,434","3,434","9,222","$7,355,622 ",16.03,"$17,056,473 ","$53,668,825 ","$69,698,495 ","($5,970,330)"
97,25-Sep-09,25-Sep-09,2009,2009,Coco avant Chanel,Sony Pictures Classics,Drama,Real Life Event,Live Action,Dramatization,"$23,000,000 ",5,307,"1,660","$177,339 ",6.11,"$7,305,267 ","$44,700,000 ","$50,813,834 ","($16,886,166)"
85,7-Oct-11,7-Oct-11,2011,2011,The Ides of March,Sony Pictures,Drama,Play,Live Action,Contemporary Fiction,"$23,000,000 ","2,199","2,199","12,233","$10,470,143 ",40.96,"$46,334,078 ","$36,773,391 ","$77,735,925 ","$17,962,534 "
50,17-Feb-12,17-Feb-12,2012,2012,Kari gurashi no Arietti,Walt Disney,Adventure,Fiction Book,Hand Animation,Kids Fiction,"$23,000,000 ","1,522","2,958","7,778","$6,446,395 ",19.19,"$21,627,737 ","$132,303,587 ","$151,496,097 ","($3,807,490)"
89,16-Jan-15,16-Jan-15,2015,2015,The Wedding Ringer,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$23,000,000 ","3,003","3,003","14,973","$20,649,306 ",64.46,"$68,589,338 ","$15,711,385 ","$80,171,596 ","$41,460,211 "
60,2-Oct-09,2-Oct-09,2009,2009,Zombieland,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$23,600,000 ","3,036","3,171","16,270","$24,733,155 ",75.59,"$90,405,975 ","$26,646,310 ","$102,236,596 ","$51,990,286 "
85,6-Nov-09,6-Nov-09,2009,2009,The Men Who Stare at Goats,Overture Films,Black Comedy,Fiction Book,Live Action,Contemporary Fiction,"$24,000,000 ","2,443","2,453","9,766","$12,706,654 ",32.43,"$38,759,890 ","$34,920,023 ","$67,348,218 ","$8,428,195 "
73,20-Aug-10,20-Aug-10,2010,2010,Piranha 3D,Weinstein/Dimension,Horror,Remake,Live Action,Science Fiction,"$24,000,000 ","2,470","2,491","8,117","$10,106,872 ",25,"$28,425,634 ","$58,657,005 ","$83,660,160 ","$1,003,155 "
96,14-Oct-11,14-Oct-11,2011,2011,Footloose,Paramount Pictures,Musical,Remake,Live Action,Contemporary Fiction,"$24,000,000 ","3,549","3,555","18,214","$15,556,113 ",51.8,"$58,595,969 ","$11,187,092 ","$62,989,834 ","$27,802,742 "
94,20-Jun-14,18-Jun-14,2014,2014,Think Like a Man Too,Sony Pictures,Romantic Comedy,Factual Book,Live Action,Contemporary Fiction,"$24,000,000 ","2,225","3,049","8,594","$29,241,911 ",65.03,"$71,396,240 ","$4,999,246 ","$70,027,933 ","$41,028,687 "
92,7-Apr-17,5-Apr-17,2017,2017,Going in Style,Warner Bros.,Comedy,Remake,Live Action,Contemporary Fiction,"$24,000,000 ","3,061","3,076","17,204","$11,932,330 ",45.02,"$45,018,541 ","$33,654,562 ","$78,673,103 ","$21,018,541 "
19,12-Dec-08,12-Dec-08,2008,2008,Gran Torino,Warner Bros.,Drama,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000 ",6,"3,045","26,946","$271,720 ",148.1,"$177,645,450 ","$126,447,783 ","$274,543,085 ","$123,095,302 "
37,18-Jan-08,18-Jan-08,2008,2008,Cloverfield,Paramount Pictures,Action,Original Screenplay,Live Action,Science Fiction,"$25,000,000 ","3,411","3,411","15,124","$40,058,229 ",80.05,"$100,004,799 ","$91,253,793 ","$171,302,226 ","$55,048,433 "
76,22-Aug-08,22-Aug-08,2008,2008,The House Bunny,Sony Pictures,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000 ","2,714","2,763","16,433","$14,533,702 ",48.24,"$60,263,142 ","$23,153,212 ","$71,390,601 ","$23,237,389 "
27,30-Jan-09,30-Jan-09,2009,2009,Taken,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000 ","3,183","3,184","32,702","$24,717,037 ",145,"$173,421,181 ","$81,940,596 ","$226,941,585 ","$120,000,989 "
50,5-Feb-10,5-Feb-10,2010,2010,Dear John,Sony Pictures,Drama,Fiction Book,Live Action,Contemporary Fiction,"$25,000,000 ","2,969","3,062","17,020","$30,468,614 ",80.01,"$90,967,443 ","$62,018,667 ","$142,033,509 ","$55,014,842 "
30,10-Aug-11,10-Aug-11,2011,2011,The Help,Walt Disney,Drama,Fiction Book,Live Action,Historical Fiction,"$25,000,000 ","2,534","3,014","28,827","$26,044,590 ",169.71,"$191,961,166 ","$43,414,417 ","$213,120,004 ","$144,705,587 "
52,21-Jan-11,21-Jan-11,2011,2011,No Strings Attached,Paramount Pictures,Romantic Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000 ","3,018","3,050","16,447","$19,652,921 ",70.66,"$79,929,401 ","$78,565,858 ","$149,228,078 ","$45,662,220 "
61,25-Dec-12,25-Dec-12,2012,2012,Parental Guidance,20th Century Fox,Adventure,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000 ","3,367","3,368","18,916","$14,554,053 ",77.27,"$86,483,923 ","$43,565,087 ","$120,832,383 ","$52,267,296 "
70,13-Jan-12,13-Jan-12,2012,2012,Contraband,Universal,Action,Remake,Live Action,Contemporary Fiction,"$25,000,000 ","2,863","2,870","12,395","$24,349,815 ",66.53,"$74,969,358 ","$31,878,855 ","$98,406,855 ","$41,528,000 "
72,20-Apr-12,19-Apr-12,2012,2012,The Lucky One,Warner Bros.,Drama,Fiction Book,Live Action,Contemporary Fiction,"$25,000,000 ","3,155","3,175","16,380","$22,518,358 ",60.46,"$68,128,199 ","$36,176,695 ","$96,633,833 ","$35,457,138 "
85,27-Jan-12,27-Jan-12,2012,2012,The Grey,Open Road,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000 ","3,185","3,207","13,338","$19,665,101 ",51.58,"$58,124,847 ","$29,669,040 ","$81,249,176 ","$26,580,136 "
91,25-Oct-13,25-Oct-13,2013,2013,The Counselor,20th Century Fox,Thriller/Suspense,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000 ","3,044","3,044","8,015","$7,842,930 ",16.97,"$18,727,378 ","$54,035,619 ","$71,009,334 ","($8,026,285)"
51,17-Jan-14,17-Jan-14,2014,2014,Ride Along,Universal,Comedy,Original Screenplay,Live Action,Contemporary Fiction,"$25,000,000 ","2,663","2,867","21,431","$41,516,170 ",134.2,"$147,343,570 ","$19,531,235 ","$153,733,800 ","$109,202,565 "
